Date,Loyalty Number (0=Not on scheme),Basket
6,0,"['Christmas Cards', 'Glasses', 'Bagel', 'Pitta', 'Naan', 'Crumpet', 'Cake', 'Sports and Energy', 'Still Water', 'Eggs', 'Fresh Pasta', 'Soup', 'Tinned Fruit', 'Gravy', 'Cous cous', 'Jam']"
6,4300706232,"['TV', 'Croissant', 'Sports and Energy', 'Still Water', 'Dried Fruit and Nuts', 'Cous cous', 'Vinegar', 'Olives']"
6,4300514656,"['Blu Ray', 'Utensils', 'Bagel', 'Naan', 'Croissant', 'Crumpet', 'Bananas', 'Fresh Pasta', 'Dried Fruit and Nuts', 'Tinned Fruit', 'Pickles']"
6,4300524360,"['Computer', 'Lemonade', 'Fresh Fruit Juice', 'Coffee', 'Fresh Beef', 'Fresh Pasta', 'Vinegar']"
6,0,"['Still Water', 'Dried Fruit and Nuts', 'Pickles']"
6,4300127264,"['Christmas Cards', 'Blu Ray', 'Computer', 'Glasses', 'Naan', 'Croissant', 'Oil']"
6,0,"['Utensils', 'Still Water', 'Bananas', 'Fresh Milk', 'Eggs', 'Fresh Beef', 'Pickles']"
6,0,"['Sweet Treats', 'Cake', 'Fresh Milk', 'Fresh Fish', 'Soup', 'Tinned Fruit', 'Vinegar']"
6,0,"['Christmas Cards', 'Blu Ray', 'Computer', 'Utensils', 'Glasses', 'Bagel', 'Crumpet', 'Sweet Treats', 'Lemonade', 'Still Water', 'Fresh Fruit Juice', 'Fresh Beef', 'Soup', 'Cous cous', 'Olives', 'Jam']"
6,4300976072,"['Computer', 'Glasses', 'Lemonade']"
6,4300586016,"['Blu Ray', 'Lemonade', 'Fresh Pizza', 'Dried Fruit and Nuts', 'Soup', 'Vinegar']"
6,0,"['Blu Ray', 'Computer', 'Sports and Energy', 'Tea', 'Fresh Beef', 'Fresh Pasta', 'Dried Fruit and Nuts', 'Olives', 'Flour', 'Icing Sugar']"
6,0,"['Utensils', 'Crumpet', 'Sports and Energy', 'Tea', 'Fresh Flowers', 'Gravy', 'Oil', 'Icing Sugar', 'Jam']"
6,4300631000,"['Blu Ray', 'Computer', 'Utensils', 'Naan', 'Fresh Beef', 'Icing Sugar']"
6,4300663192,"['Fresh Fruit Juice', 'Fresh Beef', 'Fresh Flowers']"
6,0,"['Christmas Cards', 'Fresh Flowers', 'Oil']"
6,4300475208,"['Glasses', 'Crumpet', 'Sweet Treats', 'Sports and Energy', 'Still Water', 'Fresh Fruit Juice', 'Fresh Flowers', 'Tinned Fruit', 'Gravy', 'Oil', 'Jam']"
6,0,"['Utensils', 'Coffee', 'Bananas', 'Fresh Pizza', 'Fresh Flowers', 'Oil', 'Vinegar']"
6,4300884448,"['Glasses', 'Cake', 'Lemonade', 'Still Water', 'Fresh Flowers', 'Tinned Fruit', 'Pickles']"
6,0,"['Croissant', 'Bananas', 'Eggs', 'Fresh Fish', 'Pickles']"
6,4299951208,"['Bagel', 'Pitta', 'Croissant', 'Sweet Treats', 'Cake', 'Tea', 'Fresh Flowers']"
6,0,"['Blu Ray', 'Computer', 'Utensils', 'Pitta', 'Sweet Treats', 'Cake', 'Lemonade', 'Bananas', 'Cous cous']"
6,0,"['Sports and Energy', 'Olives', 'Pickles']"
6,0,"['Blu Ray', 'TV', 'Croissant', 'Sweet Treats', 'Lemonade']"
6,4300846720,"['Blu Ray', 'Crumpet', 'Sweet Treats', 'Cake', 'Sports and Energy', 'Fresh Fruit Juice', 'Bananas', 'Fresh Pizza', 'Dried Fruit and Nuts', 'Tinned Fruit', 'Jam']"
6,0,"['TV', 'Utensils', 'Croissant', 'Sweet Treats', 'Cake', 'Sports and Energy', 'Bananas', 'Tinned Fruit', 'Oil']"
6,0,"['Christmas Cards', 'Blu Ray', 'Utensils', 'Pitta', 'Fresh Fish', 'Tinned Fruit']"
6,0,"['Croissant', 'Crumpet', 'Sweet Treats', 'Cake', 'Sports and Energy', 'Fresh Pasta', 'Tinned Fruit', 'Oil', 'Vinegar', 'Olives', 'Pickles', 'Flour', 'Icing Sugar']"
6,4300056480,"['Christmas Cards', 'Utensils', 'Glasses', 'Sweet Treats', 'Cake', 'Fresh Milk', 'Eggs', 'Fresh Beef', 'Fresh Pasta', 'Fresh Flowers', 'Dried Fruit and Nuts', 'Tinned Fruit', 'Oil', 'Flour']"
6,4300697824,"['Bagel', 'Pitta', 'Fresh Fruit Juice', 'Coffee', 'Fresh Pasta', 'Flour', 'Icing Sugar', 'Jam']"
6,0,"['Computer', 'Glasses', 'Bagel', 'Croissant', 'Cake', 'Sports and Energy', 'Eggs', 'Vinegar']"
6,4300679504,"['Christmas Cards', 'Naan', 'Cake', 'Sports and Energy', 'Still Water', 'Fresh Fruit Juice', 'Eggs', 'Dried Fruit and Nuts', 'Pickles', 'Jam']"
6,4300939992,"['Lemonade', 'Still Water', 'Coffee']"
6,4300116840,"['Bagel', 'Sweet Treats', 'Cake', 'Lemonade', 'Sports and Energy', 'Tea', 'Dried Fruit and Nuts', 'Gravy', 'Oil', 'Cous cous', 'Vinegar', 'Pickles', 'Jam']"
6,4300134016,"['Glasses', 'Tinned Fruit', 'Pickles']"
6,4300983112,"['Christmas Cards', 'Utensils', 'Bagel', 'Naan', 'Cake', 'Fresh Pasta', 'Fresh Flowers', 'Olives', 'Flour', 'Jam']"
6,0,"['Bagel', 'Naan', 'Fresh Fruit Juice', 'Eggs', 'Vinegar']"
6,0,"['Naan', 'Cake', 'Lemonade', 'Fresh Pizza', 'Olives']"
6,0,"['Tea', 'Bananas', 'Fresh Milk', 'Fresh Beef', 'Fresh Flowers', 'Jam']"
6,0,"['TV', 'Utensils', 'Croissant', 'Sweet Treats', 'Cake', 'Fresh Fruit Juice', 'Fresh Beef', 'Fresh Pizza', 'Dried Fruit and Nuts', 'Vinegar', 'Flour']"
6,4300501288,"['TV', 'Glasses', 'Eggs', 'Tinned Fruit', 'Olives', 'Icing Sugar']"
6,0,"['Crumpet', 'Sports and Energy', 'Tea', 'Fresh Beef', 'Fresh Pasta', 'Dried Fruit and Nuts', 'Soup', 'Tinned Fruit', 'Flour', 'Icing Sugar', 'Jam']"
6,4299975568,"['Pitta', 'Cake', 'Still Water', 'Fresh Fruit Juice', 'Tea']"
6,0,"['Blu Ray', 'Naan', 'Crumpet', 'Sweet Treats', 'Eggs', 'Fresh Flowers', 'Gravy', 'Cous cous', 'Vinegar']"
6,0,"['Blu Ray', 'Still Water', 'Eggs', 'Olives', 'Icing Sugar']"
6,0,"['Naan', 'Cake', 'Coffee', 'Soup', 'Gravy', 'Oil', 'Icing Sugar', 'Jam']"
6,4300109224,"['Cake', 'Dried Fruit and Nuts', 'Gravy', 'Pickles', 'Jam']"
6,4300634376,"['Glasses', 'Naan', 'Eggs', 'Fresh Beef', 'Fresh Pizza', 'Dried Fruit and Nuts']"
6,4300553608,"['Pitta', 'Naan', 'Crumpet', 'Fresh Beef', 'Fresh Flowers', 'Tinned Fruit', 'Gravy', 'Olives', 'Flour', 'Icing Sugar']"
6,0,"['Glasses', 'Cake', 'Still Water', 'Bananas', 'Fresh Milk', 'Fresh Beef', 'Fresh Pizza', 'Soup', 'Gravy']"
6,4300969744,"['Blu Ray', 'TV', 'Computer', 'Bagel', 'Pitta', 'Sweet Treats', 'Cake', 'Still Water', 'Bananas', 'Fresh Flowers', 'Pickles']"
6,0,"['Croissant', 'Sweet Treats', 'Fresh Fruit Juice', 'Bananas', 'Soup', 'Tinned Fruit', 'Vinegar', 'Pickles', 'Flour', 'Jam']"
6,0,"['Naan', 'Bananas', 'Fresh Flowers', 'Dried Fruit and Nuts', 'Cous cous', 'Flour', 'Icing Sugar', 'Jam']"
6,0,"['Utensils', 'Bagel', 'Sweet Treats', 'Tea', 'Dried Fruit and Nuts', 'Cous cous', 'Olives', 'Pickles', 'Icing Sugar', 'Jam']"
6,4300131072,"['Computer', 'Bagel', 'Fresh Beef', 'Oil', 'Olives', 'Pickles', 'Jam']"
6,0,"['Crumpet', 'Sweet Treats', 'Cake', 'Sports and Energy', 'Tea', 'Fresh Pasta', 'Fresh Pizza', 'Icing Sugar']"
6,4299954944,"['Cake', 'Fresh Fish', 'Dried Fruit and Nuts', 'Soup', 'Tinned Fruit', 'Oil', 'Vinegar', 'Olives', 'Flour']"
6,0,"['Utensils', 'Croissant', 'Dried Fruit and Nuts', 'Tinned Fruit', 'Cous cous', 'Olives', 'Jam']"
6,4300848520,"['TV', 'Sweet Treats', 'Fresh Fruit Juice', 'Fresh Beef', 'Fresh Flowers', 'Pickles', 'Icing Sugar', 'Jam']"
6,0,"['Computer', 'Bagel', 'Naan', 'Croissant', 'Lemonade', 'Sports and Energy', 'Still Water', 'Fresh Fruit Juice', 'Tea', 'Coffee', 'Dried Fruit and Nuts', 'Gravy', 'Cous cous', 'Olives', 'Icing Sugar']"
6,4300046136,"['Glasses', 'Gravy', 'Flour']"
6,4300936112,"['Lemonade', 'Still Water', 'Fresh Milk', 'Eggs', 'Fresh Beef']"
6,4300458392,['Still Water']
6,0,"['Pitta', 'Lemonade', 'Fresh Fruit Juice', 'Coffee', 'Bananas', 'Fresh Fish']"
6,0,"['Christmas Cards', 'Blu Ray', 'Crumpet', 'Tinned Fruit', 'Gravy', 'Flour']"
6,4300863752,"['Coffee', 'Fresh Pasta', 'Vinegar', 'Icing Sugar']"
6,4299967016,"['Naan', 'Fresh Fish', 'Oil', 'Jam']"
6,0,"['TV', 'Utensils', 'Naan', 'Sweet Treats', 'Sports and Energy', 'Still Water', 'Fresh Fruit Juice', 'Tea', 'Eggs', 'Pickles']"
6,0,"['TV', 'Utensils', 'Pitta', 'Still Water', 'Fresh Fruit Juice', 'Coffee', 'Soup', 'Oil', 'Cous cous', 'Vinegar']"
6,4300833136,"['Blu Ray', 'Glasses', 'Naan', 'Croissant', 'Eggs', 'Fresh Pizza', 'Vinegar', 'Olives', 'Pickles', 'Flour', 'Icing Sugar']"
6,4300690496,"['Bagel', 'Pitta', 'Croissant', 'Fresh Milk', 'Eggs', 'Fresh Fish', 'Fresh Flowers', 'Oil', 'Flour']"
6,4300539016,"['Glasses', 'Naan', 'Sweet Treats', 'Cake', 'Tinned Fruit', 'Oil', 'Icing Sugar', 'Jam']"
6,4299972832,"['Christmas Cards', 'Bagel', 'Naan', 'Croissant', 'Sweet Treats', 'Cake', 'Lemonade', 'Sports and Energy', 'Fresh Pasta', 'Fresh Flowers', 'Dried Fruit and Nuts', 'Flour']"
6,4300862528,"['Glasses', 'Croissant', 'Fresh Fruit Juice', 'Bananas', 'Fresh Beef', 'Fresh Fish', 'Fresh Pizza']"
6,0,"['Blu Ray', 'Computer', 'Pitta', 'Fresh Milk', 'Oil', 'Vinegar']"
6,4300457096,"['Christmas Cards', 'TV', 'Bagel', 'Pitta', 'Tinned Fruit', 'Olives', 'Jam']"
6,4300048720,"['Lemonade', 'Still Water', 'Bananas', 'Eggs', 'Fresh Pizza', 'Cous cous', 'Pickles']"
6,4300871512,"['Christmas Cards', 'Computer', 'Utensils', 'Dried Fruit and Nuts', 'Vinegar', 'Flour']"
6,4300923104,"['Blu Ray', 'Sweet Treats', 'Sports and Energy', 'Coffee', 'Fresh Milk', 'Eggs', 'Fresh Flowers', 'Tinned Fruit', 'Pickles', 'Icing Sugar']"
7,4300979232,"['Blu Ray', 'Bagel', 'Pitta', 'Croissant', 'Sweet Treats', 'Still Water', 'Tea', 'Fresh Beef', 'Dried Fruit and Nuts', 'Tinned Fruit', 'Flour', 'Icing Sugar']"
7,4300469960,"['Utensils', 'Bagel', 'Still Water', 'Tea', 'Bananas', 'Fresh Pasta', 'Fresh Flowers', 'Soup', 'Tinned Fruit', 'Vinegar', 'Jam']"
7,0,"['Croissant', 'Sports and Energy', 'Fresh Pizza', 'Gravy', 'Cous cous']"
7,4300968808,"['Computer', 'Fresh Milk', 'Fresh Pizza', 'Fresh Flowers', 'Olives']"
7,4299971256,"['Glasses', 'Naan', 'Croissant', 'Crumpet', 'Sweet Treats', 'Sports and Energy', 'Fresh Pasta', 'Pickles']"
7,0,"['Christmas Cards', 'Naan', 'Sweet Treats', 'Dried Fruit and Nuts', 'Oil', 'Jam']"
7,4300563952,"['Pitta', 'Crumpet', 'Sweet Treats', 'Bananas', 'Fresh Milk', 'Fresh Fish', 'Fresh Pasta', 'Dried Fruit and Nuts', 'Vinegar']"
7,0,"['Christmas Cards', 'TV', 'Lemonade', 'Sports and Energy', 'Bananas', 'Eggs', 'Fresh Beef', 'Fresh Pasta', 'Fresh Pizza', 'Fresh Flowers', 'Oil', 'Vinegar', 'Icing Sugar', 'Jam']"
7,0,"['Lemonade', 'Still Water', 'Fresh Fruit Juice', 'Tea', 'Coffee', 'Bananas']"
7,0,"['Blu Ray', 'Bagel', 'Pitta', 'Lemonade', 'Fresh Fruit Juice', 'Fresh Milk', 'Fresh Beef', 'Oil', 'Cous cous', 'Vinegar', 'Olives']"
7,0,"['Naan', 'Croissant', 'Cake', 'Lemonade', 'Sports and Energy', 'Still Water', 'Fresh Beef', 'Fresh Fish', 'Pickles']"
7,4300797568,"['Blu Ray', 'Pitta', 'Naan', 'Crumpet', 'Sweet Treats', 'Eggs', 'Fresh Beef', 'Fresh Fish', 'Oil', 'Olives', 'Flour', 'Jam']"
7,0,"['Crumpet', 'Bananas', 'Fresh Beef', 'Soup', 'Tinned Fruit', 'Oil', 'Vinegar', 'Pickles', 'Flour', 'Jam']"
7,0,"['Sports and Energy', 'Still Water', 'Fresh Fruit Juice', 'Tea', 'Tinned Fruit', 'Vinegar', 'Icing Sugar']"
7,4300000864,"['TV', 'Naan', 'Sweet Treats', 'Sports and Energy', 'Still Water', 'Fresh Fruit Juice', 'Coffee', 'Bananas', 'Fresh Beef', 'Fresh Pasta', 'Fresh Flowers', 'Cous cous', 'Olives', 'Pickles', 'Jam']"
7,0,"['TV', 'Flour']"
7,4300071784,"['Blu Ray', 'TV', 'Utensils', 'Pitta', 'Cake', 'Fresh Fruit Juice', 'Tea', 'Coffee', 'Bananas', 'Fresh Pasta', 'Fresh Pizza', 'Dried Fruit and Nuts', 'Flour']"
7,4300511208,"['Croissant', 'Sports and Energy', 'Fresh Fish', 'Fresh Pasta', 'Fresh Pizza', 'Icing Sugar', 'Jam']"
7,4300820424,"['Pitta', 'Naan', 'Crumpet', 'Cake', 'Fresh Beef', 'Fresh Fish', 'Fresh Pizza', 'Tinned Fruit', 'Oil', 'Cous cous', 'Flour']"
7,4300570568,"['Bagel', 'Naan', 'Croissant', 'Crumpet', 'Still Water', 'Tea', 'Fresh Milk', 'Dried Fruit and Nuts', 'Tinned Fruit', 'Cous cous', 'Flour']"
7,4300637104,"['Pitta', 'Croissant', 'Crumpet', 'Coffee', 'Vinegar', 'Flour']"
7,4300011856,"['Sweet Treats', 'Sports and Energy', 'Fresh Milk', 'Fresh Fish']"
7,4300789880,"['TV', 'Naan', 'Croissant', 'Crumpet', 'Cake', 'Fresh Milk']"
7,4300775152,"['TV', 'Computer', 'Utensils', 'Bagel', 'Croissant', 'Lemonade', 'Sports and Energy', 'Fresh Pizza', 'Oil', 'Vinegar', 'Jam']"
7,4300014152,"['Glasses', 'Crumpet', 'Sports and Energy', 'Fresh Fruit Juice', 'Gravy', 'Oil', 'Cous cous', 'Pickles', 'Icing Sugar', 'Jam']"
7,4300901192,"['Computer', 'Utensils', 'Lemonade', 'Fresh Fruit Juice', 'Coffee', 'Eggs', 'Gravy']"
7,0,"['TV', 'Fresh Fruit Juice', 'Coffee', 'Fresh Milk', 'Soup', 'Vinegar', 'Pickles', 'Flour', 'Icing Sugar', 'Jam']"
7,4300907296,"['Computer', 'Lemonade', 'Fresh Milk', 'Eggs', 'Fresh Pasta']"
7,0,"['Cake', 'Dried Fruit and Nuts', 'Icing Sugar']"
7,0,"['Christmas Cards', 'Computer', 'Sweet Treats', 'Still Water', 'Fresh Fruit Juice', 'Bananas', 'Vinegar']"
7,4300516024,"['Utensils', 'Sweet Treats', 'Sports and Energy', 'Tea', 'Coffee', 'Fresh Milk', 'Fresh Pasta', 'Dried Fruit and Nuts']"
7,4300091336,"['Christmas Cards', 'TV', 'Bagel', 'Pitta', 'Coffee', 'Fresh Pizza', 'Tinned Fruit']"
7,4300629416,"['TV', 'Utensils', 'Glasses', 'Sweet Treats', 'Cake', 'Tea', 'Fresh Beef', 'Fresh Fish', 'Icing Sugar', 'Jam']"
7,0,"['Utensils', 'Sports and Energy', 'Bananas', 'Fresh Milk', 'Eggs', 'Vinegar', 'Icing Sugar']"
7,4300637104,"['TV', 'Naan', 'Croissant', 'Coffee', 'Icing Sugar']"
7,4300760128,"['Blu Ray', 'Glasses', 'Sweet Treats', 'Fresh Fruit Juice', 'Fresh Pasta', 'Dried Fruit and Nuts']"
7,0,"['TV', 'Naan', 'Sweet Treats', 'Cake', 'Sports and Energy', 'Coffee', 'Fresh Milk', 'Fresh Fish', 'Fresh Pasta', 'Dried Fruit and Nuts']"
7,0,"['Blu Ray', 'Naan', 'Fresh Pasta', 'Fresh Flowers', 'Soup', 'Vinegar', 'Flour', 'Icing Sugar', 'Jam']"
7,4300096648,"['TV', 'Sweet Treats', 'Fresh Fruit Juice', 'Tea', 'Coffee', 'Fresh Milk', 'Eggs', 'Fresh Pizza', 'Fresh Flowers']"
7,4300989792,"['Naan', 'Lemonade', 'Coffee', 'Fresh Pizza', 'Gravy', 'Vinegar']"
7,4300727792,"['Christmas Cards', 'Crumpet', 'Sweet Treats', 'Bananas', 'Oil']"
7,0,"['Sweet Treats', 'Eggs', 'Fresh Beef', 'Fresh Pizza', 'Fresh Flowers', 'Jam']"
7,4300045272,"['Croissant', 'Lemonade', 'Sports and Energy', 'Still Water', 'Fresh Fruit Juice', 'Coffee', 'Fresh Flowers', 'Tinned Fruit']"
7,4300694232,"['Blu Ray', 'Utensils', 'Naan', 'Croissant', 'Crumpet', 'Gravy', 'Oil', 'Olives', 'Pickles', 'Flour']"
7,4300752224,"['TV', 'Bagel', 'Naan', 'Croissant', 'Sweet Treats', 'Cake', 'Fresh Fruit Juice', 'Coffee', 'Eggs', 'Fresh Pasta']"
7,4300668152,"['Christmas Cards', 'Blu Ray', 'Computer', 'Utensils', 'Glasses', 'Dried Fruit and Nuts', 'Tinned Fruit', 'Vinegar', 'Icing Sugar']"
7,4300476784,"['Glasses', 'Bagel', 'Sweet Treats', 'Sports and Energy', 'Eggs', 'Fresh Fish', 'Fresh Pasta', 'Jam']"
7,4300952424,"['TV', 'Lemonade', 'Fresh Fish', 'Fresh Pasta', 'Fresh Pizza', 'Fresh Flowers', 'Soup', 'Gravy']"
7,4300507328,"['Computer', 'Glasses', 'Pitta', 'Cake', 'Soup', 'Vinegar', 'Icing Sugar']"
7,0,"['Glasses', 'Still Water', 'Fresh Fish', 'Dried Fruit and Nuts', 'Jam']"
7,4300767104,"['Blu Ray', 'TV', 'Glasses', 'Sports and Energy', 'Tea', 'Pickles']"
7,0,"['Tea', 'Bananas', 'Fresh Milk', 'Eggs', 'Fresh Fish', 'Fresh Pasta', 'Soup', 'Vinegar', 'Icing Sugar']"
7,4300910392,"['Christmas Cards', 'Blu Ray', 'Computer', 'Bagel', 'Croissant', 'Still Water', 'Coffee', 'Dried Fruit and Nuts', 'Gravy', 'Cous cous', 'Olives', 'Pickles', 'Jam']"
7,4300465648,"['Christmas Cards', 'TV', 'Utensils', 'Bagel', 'Naan', 'Crumpet', 'Sports and Energy', 'Bananas', 'Fresh Fish', 'Fresh Pasta']"
7,4300574232,"['Utensils', 'Pitta', 'Crumpet', 'Sweet Treats', 'Cake', 'Still Water', 'Fresh Beef', 'Dried Fruit and Nuts', 'Tinned Fruit', 'Gravy', 'Pickles', 'Jam']"
7,4300586016,"['Sports and Energy', 'Fresh Fruit Juice', 'Coffee']"
7,0,"['Pitta', 'Soup', 'Tinned Fruit']"
7,0,"['Christmas Cards', 'Naan', 'Sweet Treats', 'Fresh Milk', 'Eggs', 'Fresh Beef', 'Fresh Pizza']"
7,0,"['Blu Ray', 'Naan', 'Sweet Treats', 'Cake', 'Tea', 'Coffee', 'Bananas', 'Fresh Pasta', 'Pickles', 'Icing Sugar']"
7,4300645872,"['Christmas Cards', 'Bananas', 'Fresh Flowers']"
7,4300572648,"['Christmas Cards', 'Fresh Fruit Juice', 'Fresh Beef', 'Fresh Fish', 'Jam']"
7,4300481744,"['Lemonade', 'Sports and Energy', 'Fresh Fruit Juice', 'Tea', 'Coffee', 'Cous cous', 'Olives']"
7,4300668152,"['Croissant', 'Lemonade', 'Bananas', 'Fresh Fish', 'Vinegar']"
7,0,"['TV', 'Glasses', 'Fresh Beef', 'Fresh Pasta', 'Olives']"
7,4300869432,"['TV', 'Naan', 'Croissant', 'Still Water', 'Fresh Beef', 'Soup', 'Cous cous', 'Olives', 'Icing Sugar']"
7,4300652416,"['Christmas Cards', 'Fresh Fruit Juice', 'Tea', 'Coffee', 'Bananas', 'Fresh Flowers', 'Soup']"
7,4300467880,"['Pitta', 'Naan', 'Crumpet', 'Sweet Treats', 'Cake', 'Lemonade', 'Still Water', 'Coffee', 'Fresh Milk', 'Eggs', 'Fresh Pizza']"
7,4300775152,"['Glasses', 'Crumpet', 'Sweet Treats', 'Fresh Pasta']"
7,0,"['Christmas Cards', 'TV', 'Sweet Treats', 'Still Water', 'Fresh Fruit Juice', 'Coffee', 'Fresh Beef', 'Vinegar']"
7,0,"['TV', 'Bagel', 'Crumpet', 'Lemonade', 'Sports and Energy', 'Fresh Fruit Juice', 'Coffee', 'Eggs', 'Fresh Pasta']"
7,4300033704,"['Glasses', 'Eggs', 'Fresh Beef', 'Fresh Pizza']"
7,4300076456,"['Bagel', 'Sweet Treats', 'Cake', 'Sports and Energy', 'Coffee', 'Fresh Fish', 'Oil']"
7,4300870360,"['TV', 'Computer', 'Utensils', 'Pitta', 'Naan', 'Crumpet', 'Sweet Treats', 'Cake', 'Fresh Milk', 'Eggs', 'Fresh Pizza']"
7,4300989576,"['Christmas Cards', 'Utensils', 'Cake', 'Still Water', 'Tea', 'Eggs', 'Fresh Flowers', 'Vinegar', 'Jam']"
7,0,"['Pitta', 'Croissant', 'Cake', 'Fresh Beef', 'Fresh Pizza', 'Dried Fruit and Nuts', 'Soup', 'Oil', 'Vinegar', 'Olives', 'Icing Sugar', 'Jam']"
7,0,"['Utensils', 'Cake', 'Sports and Energy', 'Coffee', 'Soup', 'Oil', 'Cous cous', 'Vinegar']"
7,0,"['Utensils', 'Glasses', 'Sports and Energy', 'Still Water', 'Fresh Fruit Juice', 'Tea', 'Eggs', 'Fresh Pasta', 'Fresh Pizza', 'Fresh Flowers', 'Olives', 'Pickles']"
7,4300877624,"['Pitta', 'Croissant', 'Sweet Treats', 'Coffee', 'Eggs', 'Fresh Beef', 'Fresh Pasta', 'Oil', 'Pickles']"
7,4300949048,"['Blu Ray', 'Computer', 'Fresh Pasta', 'Fresh Flowers']"
7,4300704944,"['TV', 'Utensils', 'Pitta', 'Coffee', 'Eggs', 'Fresh Fish', 'Dried Fruit and Nuts', 'Cous cous', 'Olives', 'Icing Sugar']"
7,0,"['Bagel', 'Fresh Fruit Juice', 'Fresh Fish']"
7,4300479304,"['Christmas Cards', 'Glasses', 'Pitta', 'Sports and Energy', 'Coffee', 'Tinned Fruit']"
7,4300693376,"['TV', 'Fresh Beef', 'Fresh Fish', 'Tinned Fruit', 'Flour']"
7,4300046136,"['Olives', 'Pickles', 'Flour']"
7,4300707744,"['Cake', 'Sports and Energy', 'Eggs', 'Fresh Beef', 'Fresh Fish', 'Gravy', 'Cous cous', 'Vinegar']"
7,4300908520,"['Computer', 'Bagel', 'Pitta', 'Cake', 'Still Water', 'Tea', 'Fresh Milk', 'Fresh Fish', 'Fresh Pizza', 'Oil', 'Olives', 'Flour', 'Icing Sugar']"
7,0,"['Sweet Treats', 'Still Water', 'Gravy', 'Vinegar', 'Jam']"
7,4300748344,"['Blu Ray', 'Tea', 'Fresh Milk', 'Fresh Fish', 'Gravy', 'Vinegar']"
7,4300089392,"['Sports and Energy', 'Coffee', 'Oil', 'Vinegar', 'Icing Sugar']"
7,0,"['Naan', 'Crumpet', 'Fresh Fruit Juice', 'Dried Fruit and Nuts', 'Jam']"
7,4300827464,"['Christmas Cards', 'Blu Ray', 'Computer', 'Glasses', 'Fresh Beef', 'Vinegar']"
7,4300710760,"['Christmas Cards', 'Croissant', 'Sweet Treats', 'Cake', 'Tea', 'Bananas', 'Fresh Pizza', 'Cous cous', 'Flour', 'Icing Sugar', 'Jam']"
7,4300726216,"['Bagel', 'Dried Fruit and Nuts', 'Pickles']"
7,4300802456,"['Christmas Cards', 'Utensils', 'Glasses', 'Cake', 'Fresh Milk', 'Fresh Beef', 'Oil', 'Pickles', 'Flour', 'Jam']"
7,0,"['Utensils', 'Sports and Energy', 'Still Water', 'Bananas', 'Fresh Milk', 'Fresh Beef', 'Fresh Fish', 'Fresh Pasta', 'Fresh Flowers']"
7,0,"['TV', 'Utensils', 'Sports and Energy', 'Coffee', 'Pickles']"
7,4300131072,"['TV', 'Utensils', 'Bagel', 'Cake', 'Icing Sugar']"
7,0,"['Glasses', 'Croissant', 'Fresh Milk', 'Fresh Fish', 'Fresh Pasta', 'Fresh Flowers', 'Tinned Fruit', 'Olives', 'Icing Sugar', 'Jam']"
7,4300981312,[]
7,4300052600,"['Sweet Treats', 'Fresh Pasta', 'Fresh Flowers', 'Soup', 'Gravy', 'Icing Sugar', 'Jam']"
7,0,"['Blu Ray', 'Utensils', 'Lemonade', 'Tea', 'Fresh Pasta', 'Fresh Pizza', 'Fresh Flowers', 'Dried Fruit and Nuts', 'Tinned Fruit', 'Gravy', 'Pickles', 'Flour', 'Icing Sugar']"
7,4299975352,"['Computer', 'Pitta', 'Soup', 'Cous cous', 'Pickles', 'Icing Sugar', 'Jam']"
7,0,"['Computer', 'Utensils', 'Crumpet', 'Lemonade', 'Coffee', 'Pickles']"
7,0,"['Christmas Cards', 'Blu Ray', 'Computer', 'Glasses', 'Crumpet', 'Sports and Energy', 'Fresh Fruit Juice', 'Tinned Fruit', 'Pickles']"
7,4300052240,"['Utensils', 'Glasses', 'Bagel', 'Naan', 'Bananas', 'Fresh Fish', 'Fresh Pasta', 'Fresh Pizza', 'Fresh Flowers']"
7,4300659024,"['Glasses', 'Lemonade', 'Fresh Fruit Juice', 'Fresh Pasta', 'Gravy', 'Cous cous']"
7,0,"['Bagel', 'Pitta', 'Crumpet', 'Fresh Beef', 'Pickles']"
7,4300715936,"['TV', 'Pitta', 'Naan', 'Croissant', 'Crumpet', 'Tea', 'Fresh Beef', 'Fresh Pasta', 'Soup', 'Tinned Fruit', 'Cous cous', 'Vinegar', 'Icing Sugar', 'Jam']"
7,0,"['Blu Ray', 'Lemonade', 'Fresh Fruit Juice', 'Tea', 'Coffee', 'Olives', 'Jam']"
7,0,"['Utensils', 'Glasses', 'Pitta', 'Croissant', 'Cake', 'Tea', 'Fresh Pasta', 'Dried Fruit and Nuts']"
7,0,"['Lemonade', 'Fresh Fruit Juice', 'Tea', 'Dried Fruit and Nuts', 'Tinned Fruit', 'Vinegar']"
7,4300047856,"['Computer', 'Utensils', 'Bagel', 'Fresh Beef', 'Oil']"
7,0,"['Utensils', 'Crumpet', 'Bananas', 'Fresh Beef', 'Fresh Pizza', 'Gravy', 'Cous cous', 'Flour']"
7,4300953144,"['Christmas Cards', 'Blu Ray', 'Eggs', 'Dried Fruit and Nuts']"
7,4300480096,"['Computer', 'Utensils', 'Croissant', 'Crumpet', 'Sports and Energy', 'Coffee', 'Fresh Pasta', 'Vinegar', 'Flour', 'Jam']"
7,4300021344,"['Eggs', 'Fresh Beef', 'Fresh Fish', 'Tinned Fruit', 'Vinegar', 'Pickles', 'Flour']"
